SubID,Condition,Block_Type,Errors,Rts
1,Younger,Pure,0.031804078,807.1667652
2,Younger,Pure,0.02620614,633.8549954
3,Younger,Pure,0.047149123,635.0355072
4,Younger,Pure,0.010416667,785.1715566
5,Younger,Pure,0.057291667,718.6134531
6,Younger,Pure,0.015789474,911.9396591
7,Younger,Pure,0.052631579,748.5248162
8,Younger,Pure,0.005208333,843.3118421
9,Younger,Pure,0.026041667,534.4009272
10,Younger,Pure,0.01657197,1113.741248
11,Younger,Pure,0.036732456,682.4594563
12,Younger,Pure,0.03125,623.2870028
13,Younger,Pure,0.015625,728.0102464
14,Younger,Pure,0.020833333,807.1276174
16,Younger,Pure,0.015845465,919.9247312
17,Younger,Pure,0.036458333,545.7146447
19,Younger,Pure,0.026041667,757.7296339
20,Younger,Pure,0.015625,840.624328
21,Younger,Pure,0.026041667,495.3451945
22,Younger,Pure,0.005208333,698.5842105
23,Younger,Pure,0.083333333,577.7272255
24,Younger,Pure,0.020833333,690.1402377
25,Younger,Pure,0.020833333,567.2871534
26,Younger,Pure,0.015625,639.5644457
27,Younger,Pure,0.128353377,821.4433905
28,Younger,Pure,0.057291667,678.4127992
29,Younger,Pure,0.020833333,597.6074703
30,Younger,Pure,0.063164894,640.985101
31,Younger,Pure,0.010416667,647.4052632
34,Younger,Pure,0.010416667,635.8368421
35,Younger,Pure,0.067708333,426.7465035
36,Younger,Pure,0.04199504,790.5564012
37,Younger,Pure,0.083333333,969.5046512
38,Younger,Pure,0.026041667,560.6773622
39,Younger,Pure,0.114583333,435.3856589
40,Younger,Pure,0.046875,574.8362398
41,Younger,Pure,0.114583333,553.4658084
43,Younger,Pure,0.036458333,590.4795417
44,Younger,Pure,0.037181664,678.7728938
45,Younger,Pure,0.020833333,554.46412
46,Younger,Pure,0.057291667,620.3842819
47,Younger,Pure,0.026041667,684.1413292
49,Younger,Pure,0.04183114,659.3822862
50,Younger,Pure,0.036458333,521.6850596
51,Younger,Pure,0.015625,547.0919373
52,Younger,Pure,0.03125,567.1045328
53,Younger,Pure,0.0625,517.9659822
54,Younger,Pure,0.09375,563.8968023
55,Younger,Pure,0.052631579,809.7042984
56,Younger,Pure,0.046875,696.272043
57,Younger,Pure,0.119791667,489.9532082
58,Younger,Pure,0.031414474,885.2881604
59,Younger,Pure,0.03125,732.8320999
60,Younger,Pure,0.078125,482.7790698
61,Younger,Pure,0.015625,514.4942889
62,Younger,Pure,0.015625,640.1742441
63,Younger,Pure,0.010416667,552.2105263
64,Younger,Pure,0.026041667,759.9482265
65,Younger,Pure,0.046875,574.6598566
1,Younger,Alt_switch,0.018518519,1510.773585
2,Younger,Alt_switch,0.033898305,928.9473684
3,Younger,Alt_switch,0.103448276,1475.192308
4,Younger,Alt_switch,0,1768.881356
5,Younger,Alt_switch,0.101694915,1239.037736
6,Younger,Alt_switch,0,1588.381818
7,Younger,Alt_switch,0.084745763,1664.981481
8,Younger,Alt_switch,0.051724138,1665.981818
9,Younger,Alt_switch,0.016949153,1187.793103
10,Younger,Alt_switch,0.02,1796.346939
11,Younger,Alt_switch,0.016949153,1250.155172
12,Younger,Alt_switch,0.050847458,1127.696429
13,Younger,Alt_switch,0.016949153,1700.793103
14,Younger,Alt_switch,0.052631579,1431.722222
16,Younger,Alt_switch,0,2014.846154
17,Younger,Alt_switch,0.052631579,1861.888889
19,Younger,Alt_switch,0.068965517,1370.166667
20,Younger,Alt_switch,0.050847458,1501.571429
21,Younger,Alt_switch,0.033898305,974.7368421
22,Younger,Alt_switch,0.051724138,1713
23,Younger,Alt_switch,0.137931034,1253.04
24,Younger,Alt_switch,0.037735849,1747.980392
25,Younger,Alt_switch,0.017241379,1256.350877
26,Younger,Alt_switch,0.084745763,1199.018519
27,Younger,Alt_switch,0.189655172,1262.595745
28,Younger,Alt_switch,0.118644068,1435.942308
29,Younger,Alt_switch,0.050847458,1187.053571
30,Younger,Alt_switch,0.054545455,1646
31,Younger,Alt_switch,0.016949153,1441.896552
34,Younger,Alt_switch,0.034482759,1393.321429
35,Younger,Alt_switch,0.068965517,1237.648148
36,Younger,Alt_switch,0.043859649,1534.788991
37,Younger,Alt_switch,0.071428571,1664.846154
38,Younger,Alt_switch,0.050847458,1423.767857
39,Younger,Alt_switch,0.101694915,1191
40,Younger,Alt_switch,0.050847458,1139.535714
41,Younger,Alt_switch,0.406779661,1359.085714
43,Younger,Alt_switch,0.016949153,1356.172414
44,Younger,Alt_switch,0.094339623,1232.9375
45,Younger,Alt_switch,0,1030.525424
46,Younger,Alt_switch,0.169491525,1462.408163
47,Younger,Alt_switch,0.033898305,1380.315789
49,Younger,Alt_switch,0.310344828,845.375
50,Younger,Alt_switch,0.084745763,1000.166667
51,Younger,Alt_switch,0,1479.474576
52,Younger,Alt_switch,0.25,1304.309524
53,Younger,Alt_switch,0.13559322,1249.705882
54,Younger,Alt_switch,0.068965517,1290.092593
55,Younger,Alt_switch,0.038461538,2043.76
56,Younger,Alt_switch,0.140350877,1430.591837
57,Younger,Alt_switch,0.050847458,1054.410714
58,Younger,Alt_switch,0.12,1775.954545
59,Younger,Alt_switch,0.089285714,1674.058824
60,Younger,Alt_switch,0.254237288,1293.659091
61,Younger,Alt_switch,0.016949153,1073.724138
62,Younger,Alt_switch,0,1249.525424
63,Younger,Alt_switch,0,1098.016949
64,Younger,Alt_switch,0.034482759,1337.392857
65,Younger,Alt_switch,0.101694915,1511.981132
1,Younger,Alt_non,0,1556.763636
2,Younger,Alt_non,0.033333333,901.6206897
3,Younger,Alt_non,0.068965517,1507.62963
4,Younger,Alt_non,0,1671.457627
5,Younger,Alt_non,0.066666667,1220.875
6,Younger,Alt_non,0.051724138,1179.945455
7,Younger,Alt_non,0.017241379,1715.052632
8,Younger,Alt_non,0.016393443,1488.416667
9,Younger,Alt_non,0,1141.737705
10,Younger,Alt_non,0,2063.862745
11,Younger,Alt_non,0.016666667,1115.711864
12,Younger,Alt_non,0.033333333,1068.103448
13,Younger,Alt_non,0.033333333,1592.741379
14,Younger,Alt_non,0,1332.054545
16,Younger,Alt_non,0,2019.830189
17,Younger,Alt_non,0.016949153,1658.051724
19,Younger,Alt_non,0.032786885,1444.338983
20,Younger,Alt_non,0.016393443,1401.233333
21,Younger,Alt_non,0.016393443,889.95
22,Younger,Alt_non,0,1402.3
23,Younger,Alt_non,0.033898305,924.8421053
24,Younger,Alt_non,0,1656.803922
25,Younger,Alt_non,0.032786885,1217.508475
26,Younger,Alt_non,0.032786885,1074.830508
27,Younger,Alt_non,0.074074074,1344.32
28,Younger,Alt_non,0.083333333,1334.018182
29,Younger,Alt_non,0,1229.9
30,Younger,Alt_non,0.036363636,1749.188679
31,Younger,Alt_non,0,1439.416667
34,Younger,Alt_non,0,1211.728814
35,Younger,Alt_non,0.016393443,1226.2
36,Younger,Alt_non,0.016666667,1537.584746
37,Younger,Alt_non,0,1880.566038
38,Younger,Alt_non,0,1440.42623
39,Younger,Alt_non,0.016666667,1058.20339
40,Younger,Alt_non,0.06557377,1121.982456
41,Younger,Alt_non,0.229508197,1199.382979
43,Younger,Alt_non,0.06557377,1337.596491
44,Younger,Alt_non,0.153846154,1198.409091
45,Younger,Alt_non,0.081967213,1000.25
46,Younger,Alt_non,0.032786885,1475.610169
47,Younger,Alt_non,0.049180328,1389.12069
49,Younger,Alt_non,0.31147541,821.452381
50,Younger,Alt_non,0.083333333,1159.309091
51,Younger,Alt_non,0,1082.967213
52,Younger,Alt_non,0.086206897,1305.924528
53,Younger,Alt_non,0,1138.466667
54,Younger,Alt_non,0.084745763,1377.87037
55,Younger,Alt_non,0,1781.678571
56,Younger,Alt_non,0.050847458,1637.125
57,Younger,Alt_non,0.083333333,845.0545455
58,Younger,Alt_non,0.051724138,1294.890909
59,Younger,Alt_non,0.032786885,1308.050847
60,Younger,Alt_non,0.114754098,1086.074074
61,Younger,Alt_non,0,978.9833333
62,Younger,Alt_non,0.033333333,1331.086207
63,Younger,Alt_non,0.016393443,1129.566667
64,Younger,Alt_non,0,1411.186441
65,Younger,Alt_non,0.049180328,1549.655172
1,Younger,Rand_switch,0.070175439,1449.09434
2,Younger,Rand_switch,0.049180328,1096.310345
3,Younger,Rand_switch,0.166666667,1394.72
4,Younger,Rand_switch,0.032786885,1618.474576
5,Younger,Rand_switch,0.083333333,1311.381818
6,Younger,Rand_switch,0,1672.509434
7,Younger,Rand_switch,0.033898305,1707.140351
8,Younger,Rand_switch,0,1749.704918
9,Younger,Rand_switch,0.032786885,1043.152542
10,Younger,Rand_switch,0.022727273,2216.255814
11,Younger,Rand_switch,0,1057.442623
12,Younger,Rand_switch,0.05,1335.157895
13,Younger,Rand_switch,0.016393443,1639.483333
14,Younger,Rand_switch,0.049180328,1586.37931
16,Younger,Rand_switch,0,2777.72093
17,Younger,Rand_switch,0.109090909,1748.265306
19,Younger,Rand_switch,0.147540984,1109.288462
20,Younger,Rand_switch,0.033333333,1617.448276
21,Younger,Rand_switch,0.032786885,1208.610169
22,Younger,Rand_switch,0.054545455,1776.288462
23,Younger,Rand_switch,0.032786885,1102.101695
24,Younger,Rand_switch,0.052631579,1801.111111
25,Younger,Rand_switch,0.049180328,1155.37931
26,Younger,Rand_switch,0.032786885,1308.101695
27,Younger,Rand_switch,0.016949153,1385.913793
28,Younger,Rand_switch,0.116666667,1676.188679
29,Younger,Rand_switch,0.083333333,1335.327273
30,Younger,Rand_switch,0.035087719,1943.690909
31,Younger,Rand_switch,0,1478.42623
34,Younger,Rand_switch,0.081967213,1461.035714
35,Younger,Rand_switch,0.016393443,1253.2
36,Younger,Rand_switch,0.008403361,1634.711864
37,Younger,Rand_switch,0.075471698,1877.836735
38,Younger,Rand_switch,0.06557377,1373.684211
39,Younger,Rand_switch,0.06557377,1085.666667
40,Younger,Rand_switch,0.049180328,1272.706897
41,Younger,Rand_switch,0.245901639,1049.26087
43,Younger,Rand_switch,0.06557377,1131.22807
44,Younger,Rand_switch,0.072727273,1598.019608
45,Younger,Rand_switch,0.049180328,870.8103448
46,Younger,Rand_switch,0.101694915,1400.792453
47,Younger,Rand_switch,0.050847458,1266.982143
49,Younger,Rand_switch,0.278688525,684.6136364
50,Younger,Rand_switch,0.016393443,985.2833333
51,Younger,Rand_switch,0.049180328,1446.551724
52,Younger,Rand_switch,0.278688525,569.0454545
53,Younger,Rand_switch,0.05,1309.315789
54,Younger,Rand_switch,0.06557377,1240.491228
55,Younger,Rand_switch,0.035714286,1839.166667
56,Younger,Rand_switch,0.06557377,1510.614035
57,Younger,Rand_switch,0.098360656,913.3272727
58,Younger,Rand_switch,0.050847458,1698.839286
59,Younger,Rand_switch,0.049180328,1470.965517
60,Younger,Rand_switch,0.163934426,1190.941176
61,Younger,Rand_switch,0.016393443,1093.566667
62,Younger,Rand_switch,0.016393443,1327.933333
63,Younger,Rand_switch,0.032786885,1069.644068
64,Younger,Rand_switch,0.032786885,1435.016949
65,Younger,Rand_switch,0.098360656,1349.690909
1,Younger,Rand_not,0.076923077,1120.645833
2,Younger,Rand_not,0,990.220339
3,Younger,Rand_not,0.035714286,1196.666667
4,Younger,Rand_not,0,1470.517241
5,Younger,Rand_not,0.050847458,1276.178571
6,Younger,Rand_not,0.017241379,1251.070175
7,Younger,Rand_not,0.035087719,1373.327273
8,Younger,Rand_not,0.016949153,1628.655172
9,Younger,Rand_not,0,1025.457627
10,Younger,Rand_not,0,1855.6875
11,Younger,Rand_not,0.017241379,973.4210526
12,Younger,Rand_not,0,1142.070175
13,Younger,Rand_not,0,1479.275862
14,Younger,Rand_not,0.017857143,1412.472727
16,Younger,Rand_not,0,2442.18
17,Younger,Rand_not,0,1244.018519
19,Younger,Rand_not,0.068965517,1078.740741
20,Younger,Rand_not,0.051724138,1480.109091
21,Younger,Rand_not,0.016949153,1102.327586
22,Younger,Rand_not,0,1653.298246
23,Younger,Rand_not,0.13559322,933.9803922
24,Younger,Rand_not,0.036363636,1570.528302
25,Younger,Rand_not,0,1134.898305
26,Younger,Rand_not,0.017241379,919.6842105
27,Younger,Rand_not,0,1236.942308
28,Younger,Rand_not,0.06779661,1288.272727
29,Younger,Rand_not,0.017241379,1168.912281
30,Younger,Rand_not,0,1768.785714
31,Younger,Rand_not,0.01754386,1210.928571
34,Younger,Rand_not,0,1452.661017
35,Younger,Rand_not,0,1148.254237
36,Younger,Rand_not,0.026086957,1353.803571
37,Younger,Rand_not,0.040816327,1563.042553
38,Younger,Rand_not,0.033898305,1136.192982
39,Younger,Rand_not,0.050847458,1066.410714
40,Younger,Rand_not,0.016949153,1361.793103
41,Younger,Rand_not,0.224137931,856.5111111
43,Younger,Rand_not,0.033898305,1087.421053
44,Younger,Rand_not,0.075471698,1393.653061
45,Younger,Rand_not,0.034482759,926.8928571
46,Younger,Rand_not,0.068965517,1297.462963
47,Younger,Rand_not,0.016949153,1351.103448
49,Younger,Rand_not,0.271186441,790.2325581
50,Younger,Rand_not,0.06779661,960.7636364
51,Younger,Rand_not,0,1219.271186
52,Younger,Rand_not,0.237288136,588.2666667
53,Younger,Rand_not,0.051724138,1194.090909
54,Younger,Rand_not,0.016949153,1161.068966
55,Younger,Rand_not,0,1476.66
56,Younger,Rand_not,0.033898305,1278.157895
57,Younger,Rand_not,0.084745763,923.2222222
58,Younger,Rand_not,0.018867925,1247.692308
59,Younger,Rand_not,0,1419.655172
60,Younger,Rand_not,0.152542373,1040.52
61,Younger,Rand_not,0,1017.084746
62,Younger,Rand_not,0.017241379,1274.964912
63,Younger,Rand_not,0,998.0508475
64,Younger,Rand_not,0,1202.534483
65,Younger,Rand_not,0.086206897,1059.132075
1001,Older,Pure,0.005208333,777.6283991
1002,Older,Pure,0.015734649,905.2010187
1003,Older,Pure,0.036458333,937.4380407
1007,Older,Pure,0.057894737,1493.778274
1008,Older,Pure,0.010416667,676.9684211
1009,Older,Pure,0.005208333,1506.061513
1010,Older,Pure,0.020888158,1584.493709
1011,Older,Pure,0.026041667,693.3166323
1014,Older,Pure,0.085106383,1240.228365
1015,Older,Pure,0.010416667,751.6397385
1016,Older,Pure,0.078125,989.8323492
1017,Older,Pure,0.026041667,612.9730039
1018,Older,Pure,0.046984649,1249.160988
1019,Older,Pure,0.026041667,866.0031457
1020,Older,Pure,0.036677632,1005.847867
1022,Older,Pure,0.015734649,888.0784946
1023,Older,Pure,0.005208333,624.8378838
1024,Older,Pure,0.005208333,863.3038377
1025,Older,Pure,0.015625,979.4739082
1026,Older,Pure,0.010416667,1032.954759
1001,Older,Alt_switch,0,2074.559322
1002,Older,Alt_switch,0,1640.966102
1003,Older,Alt_switch,0.068965517,2723.185185
1007,Older,Alt_switch,0.101694915,2050.792453
1008,Older,Alt_switch,0.033898305,1474.912281
1009,Older,Alt_switch,0.033898305,2601.192982
1010,Older,Alt_switch,0.28,5348.5
1011,Older,Alt_switch,0.016949153,1819.637931
1014,Older,Alt_switch,0.087719298,2400.384615
1015,Older,Alt_switch,0.016949153,1981.655172
1016,Older,Alt_switch,0.152542373,1776.3
1017,Older,Alt_switch,0.033898305,1712.631579
1018,Older,Alt_switch,0.016949153,2340.482759
1019,Older,Alt_switch,0.13559322,1676.215686
1020,Older,Alt_switch,0.06779661,2110.6
1022,Older,Alt_switch,0.051724138,1962.018182
1023,Older,Alt_switch,0,1464.033898
1024,Older,Alt_switch,0,1987.901639
1025,Older,Alt_switch,0.086206897,2352.113208
1026,Older,Alt_switch,0.034482759,2262.928571
1001,Older,Rand_switch,0,2115.737705
1002,Older,Rand_switch,0.016393443,1855.483333
1003,Older,Rand_switch,0.016393443,2738.1
1007,Older,Rand_switch,0.06557377,1837.070175
1008,Older,Rand_switch,0,1690.622951
1009,Older,Rand_switch,0.049180328,2755.258621
1010,Older,Rand_switch,0.045454545,5109.97619
1011,Older,Rand_switch,0.049180328,1545.586207
1014,Older,Rand_switch,0.066666667,2339.321429
1015,Older,Rand_switch,0.06557377,1543.736842
1016,Older,Rand_switch,0.06557377,2127.45614
1017,Older,Rand_switch,0.049180328,1708.793103
1018,Older,Rand_switch,0.033898305,2683.614035
1019,Older,Rand_switch,0.06557377,1996.210526
1020,Older,Rand_switch,0.131147541,2591.226415
1022,Older,Rand_switch,0.016393443,2260.65
1023,Older,Rand_switch,0.016393443,1355.733333
1024,Older,Rand_switch,0,1630.932203
1025,Older,Rand_switch,0.06779661,2623.836364
1026,Older,Rand_switch,0.033333333,2452.741379
1001,Older,Rand_not,0,1699.169492
1002,Older,Rand_not,0,1831.966102
1003,Older,Rand_not,0,1745.672414
1007,Older,Rand_not,0.101694915,1563.698113
1008,Older,Rand_not,0,1260.084746
1009,Older,Rand_not,0.016949153,2511.37931
1010,Older,Rand_not,0,4743.795918
1011,Older,Rand_not,0,1427.847458
1014,Older,Rand_not,0.052631579,2335.092593
1015,Older,Rand_not,0,1503.189655
1016,Older,Rand_not,0.137931034,1756.36
1017,Older,Rand_not,0.016949153,1861.62069
1018,Older,Rand_not,0,2157.20339
1019,Older,Rand_not,0.033898305,1742.701754
1020,Older,Rand_not,0.016949153,2170.051724
1022,Older,Rand_not,0.033898305,2337.894737
1023,Older,Rand_not,0.017241379,1248.578947
1024,Older,Rand_not,0,1502.57377
1025,Older,Rand_not,0.016666667,2642.559322
1026,Older,Rand_not,0.017241379,1892.421053
1001,Older,Alt_non,0.032786885,2159.932203
1002,Older,Alt_non,0,1716.754098
1003,Older,Alt_non,0.016393443,2651.983333
1007,Older,Alt_non,0.098360656,1915.563636
1008,Older,Alt_non,0.016393443,1327.3
1009,Older,Alt_non,0,2312.9
1010,Older,Alt_non,0.214285714,6108.181818
1011,Older,Alt_non,0.05,1776.614035
1014,Older,Alt_non,0.116666667,1885.528302
1015,Older,Alt_non,0.016393443,1921.666667
1016,Older,Alt_non,0.114754098,1998.777778
1017,Older,Alt_non,0.016393443,1650.5
1018,Older,Alt_non,0,2109.8
1019,Older,Alt_non,0.06557377,1870.859649
1020,Older,Alt_non,0.033333333,1812.017241
1022,Older,Alt_non,0.06779661,1885.709091
1023,Older,Alt_non,0,1381.311475
1024,Older,Alt_non,0,1791.118644
1025,Older,Alt_non,0.017241379,2201.877193
1026,Older,Alt_non,0.016666667,1878.40678
