"","ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","RT","block_type","letter","number","key2","response2","match2","score2"
"1","CVOE updated",1001,1,1,11,"A 71","","",FALSE,"CV","p",4811,"cv","A","1","v","v",TRUE,1
"2","CVOE updated",1001,1,1,12,"I 66","","",TRUE,"CV","p",1960,"cv","I","6","v","v",TRUE,1
"3","CVOE updated",1001,1,1,13,"S 30","","",FALSE,"CV","q",918,"cv","S","0","c","c",TRUE,1
"4","CVOE updated",1001,1,1,14,"D 20","","",FALSE,"CV","q",790,"cv","D","0","c","c",TRUE,1
"5","CVOE updated",1001,1,1,15,"I 31","","",FALSE,"CV","p",874,"cv","I","1","v","v",TRUE,1
"6","CVOE updated",1001,1,1,16,"P 16","","",FALSE,"CV","q",700,"cv","P","6","c","c",TRUE,1
"7","CVOE updated",1001,1,1,17,"A 49","","",FALSE,"CV","p",1100,"cv","A","9","v","v",TRUE,1
"8","CVOE updated",1001,1,1,18,"O 64","","",TRUE,"CV","p",1100,"cv","O","4","v","v",TRUE,1
"9","CVOE updated",1001,1,1,19,"D 02","","",FALSE,"CV","q",892,"cv","D","2","c","c",TRUE,1
"10","CVOE updated",1001,1,1,20,"P 81","","",TRUE,"CV","q",1116,"cv","P","1","c","c",TRUE,1
"11","CVOE updated",1001,1,1,21,"J 58","","",FALSE,"CV","q",828,"cv","J","8","c","c",TRUE,1
"12","CVOE updated",1001,1,1,22,"A 22","","",TRUE,"CV","p",679,"cv","A","2","v","v",TRUE,1
"13","CVOE updated",1001,1,1,23,"J 72","","",FALSE,"CV","q",999,"cv","J","2","c","c",TRUE,1
"14","CVOE updated",1001,1,1,24,"P 91","","",TRUE,"CV","q",1027,"cv","P","1","c","c",TRUE,1
"15","CVOE updated",1001,1,1,25,"E 19","","",FALSE,"CV","p",622,"cv","E","9","v","v",TRUE,1
"16","CVOE updated",1001,1,1,26,"I 30","","",TRUE,"CV","p",618,"cv","I","0","v","v",TRUE,1
"17","CVOE updated",1001,1,1,27,"D 91","","",TRUE,"CV","q",717,"cv","D","1","c","c",TRUE,1
"18","CVOE updated",1001,1,1,28,"O 48","","",TRUE,"CV","p",636,"cv","O","8","v","v",TRUE,1
"19","CVOE updated",1001,1,1,29,"A 89","","",FALSE,"CV","p",1127,"cv","A","9","v","v",TRUE,1
"20","CVOE updated",1001,1,1,30,"U 11","","",FALSE,"CV","p",886,"cv","U","1","v","v",TRUE,1
"21","CVOE updated",1001,1,1,31,"I 76","","",TRUE,"CV","p",726,"cv","I","6","v","v",TRUE,1
"22","CVOE updated",1001,1,1,32,"U 89","","",FALSE,"CV","p",669,"cv","U","9","v","v",TRUE,1
"23","CVOE updated",1001,1,1,33,"D 63","","",TRUE,"CV","q",758,"cv","D","3","c","c",TRUE,1
"24","CVOE updated",1001,1,1,34,"H 70","","",FALSE,"CV","q",1052,"cv","H","0","c","c",TRUE,1
"25","CVOE updated",1001,1,1,35,"D 48","","",FALSE,"CV","q",591,"cv","D","8","c","c",TRUE,1
"26","CVOE updated",1001,1,1,36,"P 56","","",FALSE,"CV","q",635,"cv","P","6","c","c",TRUE,1
"27","CVOE updated",1001,1,1,37,"O 77","","",FALSE,"CV","p",645,"cv","O","7","v","v",TRUE,1
"28","CVOE updated",1001,1,1,38,"P 42","","",FALSE,"CV","q",776,"cv","P","2","c","c",TRUE,1
"29","CVOE updated",1001,1,1,39,"H 22","","",FALSE,"CV","q",668,"cv","H","2","c","c",TRUE,1
"30","CVOE updated",1001,1,1,40,"E 42","","",TRUE,"CV","p",574,"cv","E","2","v","v",TRUE,1
"31","CVOE updated",1001,1,1,41,"J 28","","",FALSE,"CV","q",690,"cv","J","8","c","c",TRUE,1
"32","CVOE updated",1001,1,1,42,"E 95","","",FALSE,"CV","p",787,"cv","E","5","v","v",TRUE,1
"33","CVOE updated",1001,1,1,43,"S 63","","",TRUE,"CV","q",1031,"cv","S","3","c","c",TRUE,1
"34","CVOE updated",1001,1,1,44,"H 50","","",FALSE,"CV","q",602,"cv","H","0","c","c",TRUE,1
"35","CVOE updated",1001,1,1,45,"S 33","","",TRUE,"CV","q",646,"cv","S","3","c","c",TRUE,1
"36","CVOE updated",1001,1,1,46,"P 57","","",TRUE,"CV","q",632,"cv","P","7","c","c",TRUE,1
"37","CVOE updated",1001,1,1,47,"E 23","","",FALSE,"CV","p",699,"cv","E","3","v","v",TRUE,1
"38","CVOE updated",1001,1,1,48,"S 61","","",TRUE,"CV","q",763,"cv","S","1","c","c",TRUE,1
"39","CVOE updated",1001,1,1,49,"U 67","","",FALSE,"CV","p",560,"cv","U","7","v","v",TRUE,1
"40","CVOE updated",1001,1,1,50,"H 32","","",FALSE,"CV","q",685,"cv","H","2","c","c",TRUE,1
"41","CVOE updated",1001,1,1,51,"U 50","","",TRUE,"CV","p",502,"cv","U","0","v","v",TRUE,1
"42","CVOE updated",1001,1,1,52,"O 49","","",FALSE,"CV","p",630,"cv","O","9","v","v",TRUE,1
"43","CVOE updated",1001,1,1,53,"U 32","","",TRUE,"CV","p",609,"cv","U","2","v","v",TRUE,1
"44","CVOE updated",1001,1,1,54,"J 78","","",FALSE,"CV","q",716,"cv","J","8","c","c",TRUE,1
"45","CVOE updated",1001,1,1,55,"S 54","","",FALSE,"CV","q",635,"cv","S","4","c","c",TRUE,1
"46","CVOE updated",1001,1,1,56,"J 27","","",TRUE,"CV","q",566,"cv","J","7","c","c",TRUE,1
"47","CVOE updated",1001,1,1,57,"S 06","","",FALSE,"CV","q",635,"cv","S","6","c","c",TRUE,1
"48","CVOE updated",1001,1,1,58,"D 67","","",TRUE,"CV","q",766,"cv","D","7","c","c",TRUE,1
"49","CVOE updated",1001,1,1,59,"A 79","","",FALSE,"CV","p",771,"cv","A","9","v","v",TRUE,1
"50","CVOE updated",1001,1,1,60,"S 52","","",FALSE,"CV","q",768,"cv","S","2","c","c",TRUE,1
"51","CVOE updated",1001,1,1,61,"U 16","","",TRUE,"CV","p",702,"cv","U","6","v","v",TRUE,1
"52","CVOE updated",1001,1,1,62,"O 82","","",TRUE,"CV","p",590,"cv","O","2","v","v",TRUE,1
"53","CVOE updated",1001,1,1,63,"H 87","","",TRUE,"CV","q",722,"cv","H","7","c","c",TRUE,1
"54","CVOE updated",1001,1,1,64,"I 32","","",TRUE,"CV","p",1330,"cv","I","2","v","v",TRUE,1
"55","CVOE updated",1001,1,1,65,"U 37","","",FALSE,"CV","p",833,"cv","U","7","v","v",TRUE,1
"56","CVOE updated",1001,1,1,66,"I 42","","",TRUE,"CV","p",620,"cv","I","2","v","v",TRUE,1
"57","CVOE updated",1001,1,1,67,"D 65","","",TRUE,"CV","q",679,"cv","D","5","c","c",TRUE,1
"58","CVOE updated",1001,1,1,68,"U 77","","",FALSE,"CV","p",743,"cv","U","7","v","v",TRUE,1
"59","CVOE updated",1001,1,1,69,"E 12","","",TRUE,"CV","p",1326,"cv","E","2","v","v",TRUE,1
"60","CVOE updated",1001,1,1,70,"I 60","","",TRUE,"CV","p",565,"cv","I","0","v","v",TRUE,1
"61","CVOE updated",1001,1,1,71,"J 36","","",FALSE,"CV","q",698,"cv","J","6","c","c",TRUE,1
"62","CVOE updated",1001,1,1,72,"H 75","","",TRUE,"CV","q",778,"cv","H","5","c","c",TRUE,1
"63","CVOE updated",1001,1,1,73,"I 50","","",TRUE,"CV","p",742,"cv","I","0","v","v",TRUE,1
"64","CVOE updated",1001,1,1,74,"E 99","","",FALSE,"CV","p",725,"cv","E","9","v","v",TRUE,1
"65","CVOE updated",1001,1,1,75,"A 86","","",TRUE,"CV","p",1019,"cv","A","6","v","v",TRUE,1
"66","CVOE updated",1001,1,1,76,"U 48","","",TRUE,"CV","p",631,"cv","U","8","v","v",TRUE,1
"67","CVOE updated",1001,1,1,77,"E 01","","",FALSE,"CV","p",649,"cv","E","1","v","v",TRUE,1
"68","CVOE updated",1001,1,1,78,"A 78","","",TRUE,"CV","p",699,"cv","A","8","v","v",TRUE,1
"69","CVOE updated",1001,1,1,79,"P 60","","",FALSE,"CV","q",803,"cv","P","0","c","c",TRUE,1
"70","CVOE updated",1001,1,1,80,"E 43","","",FALSE,"CV","p",975,"cv","E","3","v","v",TRUE,1
"71","CVOE updated",1001,1,1,81,"D 69","","",TRUE,"CV","q",924,"cv","D","9","c","c",TRUE,1
"72","CVOE updated",1001,1,1,82,"H 11","","",TRUE,"CV","q",612,"cv","H","1","c","c",TRUE,1
"73","CVOE updated",1001,1,1,83,"P 43","","",TRUE,"CV","q",543,"cv","P","3","c","c",TRUE,1
"74","CVOE updated",1001,1,1,84,"O 67","","",FALSE,"CV","p",613,"cv","O","7","v","v",TRUE,1
"75","CVOE updated",1001,1,1,85,"S 91","","",FALSE,"CV","q",728,"cv","S","1","c","c",TRUE,1
"76","CVOE updated",1001,1,1,86,"J 68","","",TRUE,"CV","q",671,"cv","J","8","c","c",TRUE,1
"77","CVOE updated",1001,1,1,87,"S 47","","",FALSE,"CV","q",624,"cv","S","7","c","c",TRUE,1
"78","CVOE updated",1001,1,1,88,"I 81","","",TRUE,"CV","p",659,"cv","I","1","v","v",TRUE,1
"79","CVOE updated",1001,1,1,89,"J 39","","",FALSE,"CV","q",805,"cv","J","9","c","c",TRUE,1
"80","CVOE updated",1001,1,1,90,"A 11","","",TRUE,"CV","p",793,"cv","A","1","v","v",TRUE,1
"81","CVOE updated",1001,1,1,91,"O 76","","",FALSE,"CV","p",541,"cv","O","6","v","v",TRUE,1
"82","CVOE updated",1001,1,1,92,"A 62","","",FALSE,"CV","p",547,"cv","A","2","v","v",TRUE,1
"83","CVOE updated",1001,1,1,93,"O 27","","",TRUE,"CV","p",545,"cv","O","7","v","v",TRUE,1
"84","CVOE updated",1001,1,1,94,"E 66","","",FALSE,"CV","p",607,"cv","E","6","v","v",TRUE,1
"85","CVOE updated",1001,1,1,95,"J 62","","",TRUE,"CV","q",531,"cv","J","2","c","c",TRUE,1
"86","CVOE updated",1001,1,1,96,"H 72","","",TRUE,"CV","q",546,"cv","H","2","c","c",TRUE,1
"87","CVOE updated",1001,1,1,97,"E 49","","",TRUE,"CV","p",680,"cv","E","9","v","v",TRUE,1
"88","CVOE updated",1001,1,1,98,"D 52","","",TRUE,"CV","q",800,"cv","D","2","c","c",TRUE,1
"89","CVOE updated",1001,1,1,99,"H 62","","",TRUE,"CV","q",516,"cv","H","2","c","c",TRUE,1
"90","CVOE updated",1001,1,1,100,"I 11","","",TRUE,"CV","p",660,"cv","I","1","v","v",TRUE,1
"91","CVOE updated",1001,1,1,101,"A 98","","",FALSE,"CV","p",1221,"cv","A","8","v","v",TRUE,1
"92","CVOE updated",1001,1,1,102,"H 29","","",FALSE,"CV","q",776,"cv","H","9","c","c",TRUE,1
"93","CVOE updated",1001,1,1,103,"E 83","","",TRUE,"CV","p",773,"cv","E","3","v","v",TRUE,1
"94","CVOE updated",1001,1,1,104,"D 43","","",FALSE,"CV","q",627,"cv","D","3","c","c",TRUE,1
"95","CVOE updated",1001,1,1,105,"P 45","","",TRUE,"CV","q",1253,"cv","P","5","c","c",TRUE,1
"96","CVOE updated",1001,1,1,106,"J 17","","",TRUE,"CV","q",1015,"cv","J","7","c","c",TRUE,1
"529","CVOE_C",2003,1,2,11,"A 71","","",FALSE,"CV","p",30570,"cv","A","1","v","v",TRUE,1
"530","CVOE_C",2003,1,2,12,"I 66","","",TRUE,"CV","p",13367,"cv","I","6","v","v",TRUE,1
"531","CVOE_C",2003,1,2,13,"S 30","","",FALSE,"CV","q",8787,"cv","S","0","c","c",TRUE,1
"532","CVOE_C",2003,1,2,14,"D 20","","",FALSE,"CV","q",6059,"cv","D","0","c","c",TRUE,1
"533","CVOE_C",2003,1,2,15,"I 31","","",FALSE,"CV","p",7456,"cv","I","1","v","v",TRUE,1
"534","CVOE_C",2003,1,2,16,"P 16","","",FALSE,"CV","q",3365,"cv","P","6","c","c",TRUE,1
"535","CVOE_C",2003,1,2,17,"A 49","","",FALSE,"CV","p",4379,"cv","A","9","v","v",TRUE,1
"536","CVOE_C",2003,1,2,18,"O 64","","",TRUE,"CV","p",17482,"cv","O","4","v","v",TRUE,1
"537","CVOE_C",2003,1,2,19,"D 02","","",FALSE,"CV","q",4660,"cv","D","2","c","c",TRUE,1
"538","CVOE_C",2003,1,2,20,"P 81","","",TRUE,"CV","q",7495,"cv","P","1","c","c",TRUE,1
"539","CVOE_C",2003,1,2,21,"J 58","","",FALSE,"CV","q",1930,"cv","J","8","c","c",TRUE,1
"540","CVOE_C",2003,1,2,22,"A 22","","",TRUE,"CV","p",1737,"cv","A","2","v","v",TRUE,1
"541","CVOE_C",2003,1,2,23,"J 72","","",FALSE,"CV","q",1793,"cv","J","2","c","c",TRUE,1
"542","CVOE_C",2003,1,2,24,"P 91","","",TRUE,"CV","q",1853,"cv","P","1","c","c",TRUE,1
"543","CVOE_C",2003,1,2,25,"E 19","","",FALSE,"CV","p",4512,"cv","E","9","v","v",TRUE,1
"544","CVOE_C",2003,1,2,26,"I 30","","",TRUE,"CV","p",9577,"cv","I","0","v","v",TRUE,1
"545","CVOE_C",2003,1,2,27,"D 91","","",TRUE,"CV","q",1259,"cv","D","1","c","c",TRUE,1
"546","CVOE_C",2003,1,2,28,"O 48","","",TRUE,"CV","p",3972,"cv","O","8","v","v",TRUE,1
"547","CVOE_C",2003,1,2,29,"A 89","","",FALSE,"CV","p",1315,"cv","A","9","v","v",TRUE,1
"548","CVOE_C",2003,1,2,30,"U 11","","",FALSE,"CV","p",2275,"cv","U","1","v","v",TRUE,1
"549","CVOE_C",2003,1,2,31,"I 76","","",TRUE,"CV","p",6389,"cv","I","6","v","v",TRUE,1
"550","CVOE_C",2003,1,2,32,"U 89","","",FALSE,"CV","q",2796,"cv","U","9","v","c",FALSE,0
"551","CVOE_C",2003,1,2,33,"D 63","","",TRUE,"CV","q",2449,"cv","D","3","c","c",TRUE,1
"552","CVOE_C",2003,1,2,34,"H 70","","",FALSE,"CV","q",1572,"cv","H","0","c","c",TRUE,1
"553","CVOE_C",2003,1,2,35,"D 48","","",FALSE,"CV","q",1426,"cv","D","8","c","c",TRUE,1
"554","CVOE_C",2003,1,2,36,"P 56","","",FALSE,"CV","q",2693,"cv","P","6","c","c",TRUE,1
"555","CVOE_C",2003,1,2,37,"O 77","","",FALSE,"CV","p",2982,"cv","O","7","v","v",TRUE,1
"556","CVOE_C",2003,1,2,38,"P 42","","",FALSE,"CV","q",1972,"cv","P","2","c","c",TRUE,1
"557","CVOE_C",2003,1,2,39,"H 22","","",FALSE,"CV","q",11442,"cv","H","2","c","c",TRUE,1
"558","CVOE_C",2003,1,2,40,"E 42","","",TRUE,"CV","p",2898,"cv","E","2","v","v",TRUE,1
"559","CVOE_C",2003,1,2,41,"J 28","","",FALSE,"CV","q",3203,"cv","J","8","c","c",TRUE,1
"560","CVOE_C",2003,1,2,42,"E 95","","",FALSE,"CV","p",4152,"cv","E","5","v","v",TRUE,1
"561","CVOE_C",2003,1,2,43,"S 63","","",TRUE,"CV","q",1904,"cv","S","3","c","c",TRUE,1
"562","CVOE_C",2003,1,2,44,"H 50","","",FALSE,"CV","q",1361,"cv","H","0","c","c",TRUE,1
"563","CVOE_C",2003,1,2,45,"S 33","","",TRUE,"CV","q",1086,"cv","S","3","c","c",TRUE,1
"564","CVOE_C",2003,1,2,46,"P 57","","",TRUE,"CV","q",1287,"cv","P","7","c","c",TRUE,1
"565","CVOE_C",2003,1,2,47,"E 23","","",FALSE,"CV","p",2384,"cv","E","3","v","v",TRUE,1
"566","CVOE_C",2003,1,2,48,"S 61","","",TRUE,"CV","q",2086,"cv","S","1","c","c",TRUE,1
"567","CVOE_C",2003,1,2,49,"U 67","","",FALSE,"CV","p",2423,"cv","U","7","v","v",TRUE,1
"568","CVOE_C",2003,1,2,50,"H 32","","",FALSE,"CV","q",2699,"cv","H","2","c","c",TRUE,1
"569","CVOE_C",2003,1,2,51,"U 50","","",TRUE,"CV","q",1813,"cv","U","0","v","c",FALSE,0
"570","CVOE_C",2003,1,2,52,"O 49","","",FALSE,"CV","p",5305,"cv","O","9","v","v",TRUE,1
"571","CVOE_C",2003,1,2,53,"U 32","","",TRUE,"CV","p",10707,"cv","U","2","v","v",TRUE,1
"572","CVOE_C",2003,1,2,54,"J 78","","",FALSE,"CV","q",1864,"cv","J","8","c","c",TRUE,1
"573","CVOE_C",2003,1,2,55,"S 54","","",FALSE,"CV","q",1978,"cv","S","4","c","c",TRUE,1
"574","CVOE_C",2003,1,2,56,"J 27","","",TRUE,"CV","q",1615,"cv","J","7","c","c",TRUE,1
"575","CVOE_C",2003,1,2,57,"S 06","","",FALSE,"CV","q",1483,"cv","S","6","c","c",TRUE,1
"576","CVOE_C",2003,1,2,58,"D 67","","",TRUE,"CV","q",1660,"cv","D","7","c","c",TRUE,1
"577","CVOE_C",2003,1,2,59,"A 79","","",FALSE,"CV","p",1798,"cv","A","9","v","v",TRUE,1
"578","CVOE_C",2003,1,2,60,"S 52","","",FALSE,"CV","q",1283,"cv","S","2","c","c",TRUE,1
"579","CVOE_C",2003,1,2,61,"U 16","","",TRUE,"CV","q",1883,"cv","U","6","v","c",FALSE,0
"580","CVOE_C",2003,1,2,62,"O 82","","",TRUE,"CV","p",2933,"cv","O","2","v","v",TRUE,1
"581","CVOE_C",2003,1,2,63,"H 87","","",TRUE,"CV","q",1741,"cv","H","7","c","c",TRUE,1
"582","CVOE_C",2003,1,2,64,"I 32","","",TRUE,"CV","p",7972,"cv","I","2","v","v",TRUE,1
"583","CVOE_C",2003,1,2,65,"U 37","","",FALSE,"CV","q",2141,"cv","U","7","v","c",FALSE,0
"584","CVOE_C",2003,1,2,66,"I 42","","",TRUE,"CV","p",2524,"cv","I","2","v","v",TRUE,1
"585","CVOE_C",2003,1,2,67,"D 65","","",TRUE,"CV","q",3244,"cv","D","5","c","c",TRUE,1
"586","CVOE_C",2003,1,2,68,"U 77","","",FALSE,"CV","p",2288,"cv","U","7","v","v",TRUE,1
"587","CVOE_C",2003,1,2,69,"E 12","","",TRUE,"CV","q",11065,"cv","E","2","v","c",FALSE,0
"588","CVOE_C",2003,1,2,70,"I 60","","",TRUE,"CV","p",7080,"cv","I","0","v","v",TRUE,1
"589","CVOE_C",2003,1,2,71,"J 36","","",FALSE,"CV","q",2132,"cv","J","6","c","c",TRUE,1
"590","CVOE_C",2003,1,2,72,"H 75","","",TRUE,"CV","q",1979,"cv","H","5","c","c",TRUE,1
"591","CVOE_C",2003,1,2,73,"I 50","","",TRUE,"CV","p",2232,"cv","I","0","v","v",TRUE,1
"592","CVOE_C",2003,1,2,74,"E 99","","",FALSE,"CV","p",6068,"cv","E","9","v","v",TRUE,1
"593","CVOE_C",2003,1,2,75,"A 86","","",TRUE,"CV","p",2272,"cv","A","6","v","v",TRUE,1
"594","CVOE_C",2003,1,2,76,"U 48","","",TRUE,"CV","p",3234,"cv","U","8","v","v",TRUE,1
"595","CVOE_C",2003,1,2,77,"E 01","","",FALSE,"CV","p",6230,"cv","E","1","v","v",TRUE,1
"596","CVOE_C",2003,1,2,78,"A 78","","",TRUE,"CV","p",2644,"cv","A","8","v","v",TRUE,1
"597","CVOE_C",2003,1,2,79,"P 60","","",FALSE,"CV","q",4191,"cv","P","0","c","c",TRUE,1
"598","CVOE_C",2003,1,2,80,"E 43","","",FALSE,"CV","p",4877,"cv","E","3","v","v",TRUE,1
"599","CVOE_C",2003,1,2,81,"D 69","","",TRUE,"CV","q",3680,"cv","D","9","c","c",TRUE,1
"600","CVOE_C",2003,1,2,82,"H 11","","",TRUE,"CV","q",1386,"cv","H","1","c","c",TRUE,1
"601","CVOE_C",2003,1,2,83,"P 43","","",TRUE,"CV","q",1351,"cv","P","3","c","c",TRUE,1
"602","CVOE_C",2003,1,2,84,"O 67","","",FALSE,"CV","p",3565,"cv","O","7","v","v",TRUE,1
"603","CVOE_C",2003,1,2,85,"S 91","","",FALSE,"CV","q",1756,"cv","S","1","c","c",TRUE,1
"604","CVOE_C",2003,1,2,86,"J 68","","",TRUE,"CV","q",1259,"cv","J","8","c","c",TRUE,1
"605","CVOE_C",2003,1,2,87,"S 47","","",FALSE,"CV","q",1452,"cv","S","7","c","c",TRUE,1
"606","CVOE_C",2003,1,2,88,"I 81","","",TRUE,"CV","p",2511,"cv","I","1","v","v",TRUE,1
"607","CVOE_C",2003,1,2,89,"J 39","","",FALSE,"CV","q",2263,"cv","J","9","c","c",TRUE,1
"608","CVOE_C",2003,1,2,90,"A 11","","",TRUE,"CV","p",3945,"cv","A","1","v","v",TRUE,1
"609","CVOE_C",2003,1,2,91,"O 76","","",FALSE,"CV","p",3041,"cv","O","6","v","v",TRUE,1
"610","CVOE_C",2003,1,2,92,"A 62","","",FALSE,"CV","p",4052,"cv","A","2","v","v",TRUE,1
"611","CVOE_C",2003,1,2,93,"O 27","","",TRUE,"CV","p",5488,"cv","O","7","v","v",TRUE,1
"612","CVOE_C",2003,1,2,94,"E 66","","",FALSE,"CV","p",4084,"cv","E","6","v","v",TRUE,1
"613","CVOE_C",2003,1,2,95,"J 62","","",TRUE,"CV","q",1814,"cv","J","2","c","c",TRUE,1
"614","CVOE_C",2003,1,2,96,"H 72","","",TRUE,"CV","q",1730,"cv","H","2","c","c",TRUE,1
"615","CVOE_C",2003,1,2,97,"E 49","","",TRUE,"CV","p",2281,"cv","E","9","v","v",TRUE,1
"616","CVOE_C",2003,1,2,98,"D 52","","",TRUE,"CV","q",1955,"cv","D","2","c","c",TRUE,1
"617","CVOE_C",2003,1,2,99,"H 62","","",TRUE,"CV","q",1697,"cv","H","2","c","c",TRUE,1
"618","CVOE_C",2003,1,2,100,"I 11","","",TRUE,"CV","p",2418,"cv","I","1","v","v",TRUE,1
"619","CVOE_C",2003,1,2,101,"A 98","","",FALSE,"CV","p",2798,"cv","A","8","v","v",TRUE,1
"620","CVOE_C",2003,1,2,102,"H 29","","",FALSE,"CV","q",4971,"cv","H","9","c","c",TRUE,1
"621","CVOE_C",2003,1,2,103,"E 83","","",TRUE,"CV","p",3643,"cv","E","3","v","v",TRUE,1
"622","CVOE_C",2003,1,2,104,"D 43","","",FALSE,"CV","q",2207,"cv","D","3","c","c",TRUE,1
"623","CVOE_C",2003,1,2,105,"P 45","","",TRUE,"CV","q",1323,"cv","P","5","c","c",TRUE,1
"624","CVOE_C",2003,1,2,106,"J 17","","",TRUE,"CV","q",1619,"cv","J","7","c","c",TRUE,1
"97","CVOE updated",1001,1,2,11,"A 24","","",TRUE,"OE","p",2238,"oe","A","4","e","e",TRUE,1
"98","CVOE updated",1001,1,2,12,"O 83","","",FALSE,"OE","q",818,"oe","O","3","o","o",TRUE,1
"99","CVOE updated",1001,1,2,13,"H 55","","",TRUE,"OE","q",701,"oe","H","5","o","o",TRUE,1
"100","CVOE updated",1001,1,2,14,"P 10","","",FALSE,"OE","p",653,"oe","P","0","e","e",TRUE,1
"101","CVOE updated",1001,1,2,15,"D 30","","",FALSE,"OE","p",599,"oe","D","0","e","e",TRUE,1
"102","CVOE updated",1001,1,2,16,"U 62","","",TRUE,"OE","p",611,"oe","U","2","e","e",TRUE,1
"103","CVOE updated",1001,1,2,17,"P 95","","",TRUE,"OE","q",734,"oe","P","5","o","o",TRUE,1
"104","CVOE updated",1001,1,2,18,"U 06","","",TRUE,"OE","p",757,"oe","U","6","e","e",TRUE,1
"105","CVOE updated",1001,1,2,19,"E 75","","",FALSE,"OE","q",659,"oe","E","5","o","o",TRUE,1
"106","CVOE updated",1001,1,2,20,"I 67","","",FALSE,"OE","q",589,"oe","I","7","o","o",TRUE,1
"107","CVOE updated",1001,1,2,21,"S 13","","",TRUE,"OE","q",649,"oe","S","3","o","o",TRUE,1
"108","CVOE updated",1001,1,2,22,"P 78","","",FALSE,"OE","p",787,"oe","P","8","e","e",TRUE,1
"109","CVOE updated",1001,1,2,23,"I 15","","",FALSE,"OE","q",672,"oe","I","5","o","o",TRUE,1
"110","CVOE updated",1001,1,2,24,"D 27","","",TRUE,"OE","q",673,"oe","D","7","o","o",TRUE,1
"111","CVOE updated",1001,1,2,25,"O 94","","",TRUE,"OE","p",714,"oe","O","4","e","e",TRUE,1
"112","CVOE updated",1001,1,2,26,"A 65","","",FALSE,"OE","q",690,"oe","A","5","o","o",TRUE,1
"113","CVOE updated",1001,1,2,27,"I 42","","",TRUE,"OE","p",546,"oe","I","2","e","e",TRUE,1
"114","CVOE updated",1001,1,2,28,"E 25","","",FALSE,"OE","q",680,"oe","E","5","o","o",TRUE,1
"115","CVOE updated",1001,1,2,29,"H 49","","",TRUE,"OE","q",745,"oe","H","9","o","o",TRUE,1
"116","CVOE updated",1001,1,2,30,"S 18","","",FALSE,"OE","p",1271,"oe","S","8","e","e",TRUE,1
"117","CVOE updated",1001,1,2,31,"H 51","","",TRUE,"OE","q",1393,"oe","H","1","o","o",TRUE,1
"118","CVOE updated",1001,1,2,32,"U 14","","",TRUE,"OE","p",677,"oe","U","4","e","e",TRUE,1
"119","CVOE updated",1001,1,2,33,"E 02","","",TRUE,"OE","p",526,"oe","E","2","e","e",TRUE,1
"120","CVOE updated",1001,1,2,34,"J 26","","",FALSE,"OE","p",532,"oe","J","6","e","e",TRUE,1
"121","CVOE updated",1001,1,2,35,"D 24","","",FALSE,"OE","p",515,"oe","D","4","e","e",TRUE,1
"122","CVOE updated",1001,1,2,36,"O 50","","",TRUE,"OE","p",618,"oe","O","0","e","e",TRUE,1
"123","CVOE updated",1001,1,2,37,"U 16","","",TRUE,"OE","p",605,"oe","U","6","e","e",TRUE,1
"124","CVOE updated",1001,1,2,38,"O 15","","",FALSE,"OE","q",801,"oe","O","5","o","o",TRUE,1
"125","CVOE updated",1001,1,2,39,"D 32","","",FALSE,"OE","p",941,"oe","D","2","e","e",TRUE,1
"126","CVOE updated",1001,1,2,40,"S 67","","",TRUE,"OE","q",620,"oe","S","7","o","o",TRUE,1
"127","CVOE updated",1001,1,2,41,"J 74","","",FALSE,"OE","p",1095,"oe","J","4","e","e",TRUE,1
"128","CVOE updated",1001,1,2,42,"D 92","","",FALSE,"OE","p",600,"oe","D","2","e","e",TRUE,1
"129","CVOE updated",1001,1,2,43,"A 65","","",FALSE,"OE","q",644,"oe","A","5","o","o",TRUE,1
"130","CVOE updated",1001,1,2,44,"I 87","","",FALSE,"OE","q",558,"oe","I","7","o","o",TRUE,1
