"subID","pure_cv_m","pure_oe_m","altrun_m","shuff_m","switch_altrun_m","switch_shuff_m","no_switch_altrun_m","no_switch_shuff_m"
"1",0.989583333333333,0.946808510638298,0.990825688073395,0.926605504587156,0.981481481481482,0.929824561403509,1,0.923076923076923
"2",0.979166666666667,0.968421052631579,0.966386554621849,0.975,0.966101694915254,0.950819672131147,0.966666666666667,1
"3",0.947368421052632,0.958333333333333,0.913793103448276,0.896551724137931,0.896551724137931,0.833333333333333,0.931034482758621,0.964285714285714
"4",1,0.979166666666667,1,0.983193277310924,1,0.967213114754098,1,1
"5",0.916666666666667,0.96875,0.915966386554622,0.932773109243697,0.898305084745763,0.916666666666667,0.933333333333333,0.949152542372881
"6",0.989473684210526,0.978947368421053,0.973451327433628,0.990990990990991,1,1,0.948275862068966,0.982758620689655
"7",1,0.894736842105263,0.948717948717949,0.96551724137931,0.915254237288136,0.966101694915254,0.982758620689655,0.964912280701754
"8",1,0.989583333333333,0.966386554621849,0.991666666666667,0.948275862068966,1,0.983606557377049,0.983050847457627
"9",1,0.947916666666667,0.991666666666667,0.983333333333333,0.983050847457627,0.967213114754098,1,1
"10",0.989583333333333,0.977272727272727,0.99009900990099,0.989130434782609,0.98,0.977272727272727,1,1
"11",0.979166666666667,0.947368421052632,0.983193277310924,0.991596638655462,0.983050847457627,1,0.983333333333333,0.982758620689655
"12",0.979166666666667,0.958333333333333,0.957983193277311,0.974358974358974,0.949152542372881,0.95,0.966666666666667,1
"13",0.989583333333333,0.979166666666667,0.974789915966387,0.991596638655462,0.983050847457627,0.983606557377049,0.966666666666667,1
"14",0.989583333333333,0.96875,0.973214285714286,0.965811965811966,0.947368421052632,0.950819672131147,1,0.982142857142857
"15",0.895833333333333,0.78125,0.733333333333333,0.733333333333333,0.728813559322034,0.770491803278688,0.737704918032787,0.694915254237288
"16",0.98936170212766,0.978947368421053,1,1,1,1,1,1
"17",0.96875,0.958333333333333,0.96551724137931,0.944954128440367,0.947368421052632,0.890909090909091,0.983050847457627,1
"18",0.252747252747253,0.96875,0.965811965811966,0.991071428571429,0.948275862068966,0.983050847457627,0.983050847457627,1
"19",0.989583333333333,0.958333333333333,0.949579831932773,0.890756302521008,0.931034482758621,0.852459016393443,0.967213114754098,0.931034482758621
"20",1,0.96875,0.966666666666667,0.957627118644068,0.949152542372881,0.966666666666667,0.983606557377049,0.948275862068966
"21",0.958333333333333,0.989583333333333,0.975,0.975,0.966101694915254,0.967213114754098,0.983606557377049,0.983050847457627
"22",1,0.989583333333333,0.974576271186441,0.973214285714286,0.948275862068966,0.945454545454545,1,1
"23",0.989583333333333,0.84375,0.914529914529915,0.916666666666667,0.862068965517241,0.967213114754098,0.966101694915254,0.864406779661017
"24",0.989583333333333,0.96875,0.980769230769231,0.955357142857143,0.962264150943396,0.947368421052632,1,0.963636363636364
"25",0.989583333333333,0.96875,0.974789915966387,0.975,0.982758620689655,0.950819672131147,0.967213114754098,1
"26",0.989583333333333,0.979166666666667,0.941666666666667,0.974789915966387,0.915254237288136,0.967213114754098,0.967213114754098,0.982758620689655
"27",0.934782608695652,0.808510638297872,0.866071428571429,0.990990990990991,0.810344827586207,0.983050847457627,0.925925925925926,1
"28",0.958333333333333,0.927083333333333,0.899159663865546,0.907563025210084,0.88135593220339,0.883333333333333,0.916666666666667,0.932203389830508
"29",0.989583333333333,0.96875,0.974789915966387,0.949152542372881,0.949152542372881,0.916666666666667,1,0.982758620689655
"30",0.9375,0.936170212765957,0.954545454545455,0.982300884955752,0.945454545454545,0.964912280701754,0.963636363636364,1
"31",0.989583333333333,0.989583333333333,0.991596638655462,0.991525423728814,0.983050847457627,1,1,0.982456140350877
"33",0.538461538461538,0.6,0.425,0.55,0.406779661016949,0.60655737704918,0.442622950819672,0.491525423728814
"34",0.989583333333333,0.989583333333333,0.982905982905983,0.958333333333333,0.96551724137931,0.918032786885246,1,1
"35",0.947916666666667,0.916666666666667,0.957983193277311,0.991666666666667,0.931034482758621,0.983606557377049,0.983606557377049,1
"36",0.957894736842105,0.958115183246073,0.97008547008547,0.982905982905983,0.956140350877193,0.991596638655462,0.983333333333333,0.973913043478261
"37",0.9375,0.895833333333333,0.963302752293578,0.941176470588235,0.928571428571429,0.924528301886792,1,0.959183673469388
"38",0.96875,0.979166666666667,0.975,0.95,0.949152542372881,0.934426229508197,1,0.966101694915254
"39",0.895833333333333,0.875,0.941176470588235,0.941666666666667,0.898305084745763,0.934426229508197,0.983333333333333,0.949152542372881
"40",0.947916666666667,0.958333333333333,0.941666666666667,0.966666666666667,0.949152542372881,0.950819672131147,0.934426229508197,0.983050847457627
"41",0.895833333333333,0.875,0.683333333333333,0.764705882352941,0.593220338983051,0.754098360655738,0.770491803278688,0.775862068965517
"42",0.958333333333333,0.0104166666666667,0.958333333333333,0.95,0.915254237288136,0.918032786885246,1,0.983050847457627
"43",0.979166666666667,0.947916666666667,0.958333333333333,0.95,0.983050847457627,0.934426229508197,0.934426229508197,0.966101694915254
"44",0.967741935483871,0.957894736842105,0.876190476190476,0.925925925925926,0.905660377358491,0.927272727272727,0.846153846153846,0.924528301886792
"45",0.989583333333333,0.96875,0.958333333333333,0.957983193277311,1,0.950819672131147,0.918032786885246,0.96551724137931
"46",0.958333333333333,0.927083333333333,0.9,0.914529914529915,0.830508474576271,0.898305084745763,0.967213114754098,0.931034482758621
"47",0.979166666666667,0.96875,0.958333333333333,0.966101694915254,0.966101694915254,0.949152542372881,0.950819672131147,0.983050847457627
"48",0.0625,0.864583333333333,0.948275862068966,0.919642857142857,0.947368421052632,0.875,0.949152542372881,0.964285714285714
"49",0.968421052631579,0.947916666666667,0.689075630252101,0.725,0.689655172413793,0.721311475409836,0.688524590163934,0.728813559322034
"50",0.979166666666667,0.947916666666667,0.915966386554622,0.958333333333333,0.915254237288136,0.983606557377049,0.916666666666667,0.932203389830508
"51",0.979166666666667,0.989583333333333,1,0.975,1,0.950819672131147,1,1
"52",0.979166666666667,0.958333333333333,0.833333333333333,0.741666666666667,0.75,0.721311475409836,0.913793103448276,0.76271186440678
"53",0.979166666666667,0.895833333333333,0.932773109243697,0.949152542372881,0.864406779661017,0.95,1,0.948275862068966
"54",0.916666666666667,0.895833333333333,0.923076923076923,0.958333333333333,0.931034482758621,0.934426229508197,0.915254237288136,0.983050847457627
"55",0.968421052631579,0.926315789473684,0.981481481481482,0.981132075471698,0.961538461538462,0.964285714285714,1,1
"56",0.9375,0.96875,0.905172413793103,0.95,0.859649122807018,0.934426229508197,0.949152542372881,0.966101694915254
"57",0.895833333333333,0.864583333333333,0.932773109243697,0.908333333333333,0.949152542372881,0.901639344262295,0.916666666666667,0.915254237288136
"58",0.96875,0.968421052631579,0.916666666666667,0.964285714285714,0.88,0.949152542372881,0.948275862068966,0.981132075471698
"59",0.979166666666667,0.958333333333333,0.94017094017094,0.974789915966387,0.910714285714286,0.950819672131147,0.967213114754098,1
"60",0.895833333333333,0.947916666666667,0.816666666666667,0.841666666666667,0.745762711864407,0.836065573770492,0.885245901639344,0.847457627118644
"61",0.979166666666667,0.989583333333333,0.991596638655462,0.991666666666667,0.983050847457627,0.983606557377049,1,1
"62",0.979166666666667,0.989583333333333,0.983193277310924,0.983193277310924,1,0.983606557377049,0.966666666666667,0.982758620689655
"63",0.989583333333333,0.989583333333333,0.991666666666667,0.983333333333333,1,0.967213114754098,0.983606557377049,1
"64",0.989583333333333,0.958333333333333,0.982905982905983,0.983193277310924,0.96551724137931,0.967213114754098,1,1
"65",0.96875,0.9375,0.925,0.907563025210084,0.898305084745763,0.901639344262295,0.950819672131147,0.913793103448276
