"","Subject","Condition","ListNum","Recall"
"25",36,"D","q1",1
"26",40,"D","q1",0
"27",44,"D","q1",0
"28",48,"D","q1",0
"29",52,"D","q1",0
"30",56,"D","q1",1
"31",60,"D","q1",1
"32",64,"D","q1",0
"33",68,"D","q1",0
"58",36,"D","q10",1
"59",40,"D","q10",0
"60",44,"D","q10",0
"61",48,"D","q10",0
"62",52,"D","q10",0
"63",56,"D","q10",0
"64",60,"D","q10",1
"65",64,"D","q10",0
"66",68,"D","q10",0
"91",36,"D","q11",1
"92",40,"D","q11",1
"93",44,"D","q11",1
"94",48,"D","q11",1
"95",52,"D","q11",1
"96",56,"D","q11",1
"97",60,"D","q11",1
"98",64,"D","q11",1
"99",68,"D","q11",0
"124",36,"D","q12",1
"125",40,"D","q12",1
"126",44,"D","q12",1
"127",48,"D","q12",0
"128",52,"D","q12",1
"129",56,"D","q12",1
"130",60,"D","q12",1
"131",64,"D","q12",1
"132",68,"D","q12",0
"157",36,"D","q13",1
"158",40,"D","q13",1
"159",44,"D","q13",1
"160",48,"D","q13",0
"161",52,"D","q13",1
"162",56,"D","q13",0
"163",60,"D","q13",1
"164",64,"D","q13",1
"165",68,"D","q13",1
"190",36,"D","q14",1
"191",40,"D","q14",1
"192",44,"D","q14",1
"193",48,"D","q14",1
"194",52,"D","q14",1
"195",56,"D","q14",1
"196",60,"D","q14",1
"197",64,"D","q14",0
"198",68,"D","q14",0
"223",36,"D","q15",1
"224",40,"D","q15",1
"225",44,"D","q15",1
"226",48,"D","q15",1
"227",52,"D","q15",1
"228",56,"D","q15",1
"229",60,"D","q15",1
"230",64,"D","q15",1
"231",68,"D","q15",0
"256",36,"D","q16",1
"257",40,"D","q16",1
"258",44,"D","q16",1
"259",48,"D","q16",0
"260",52,"D","q16",1
"261",56,"D","q16",1
"262",60,"D","q16",1
"263",64,"D","q16",0
"264",68,"D","q16",0
"289",36,"D","q17",1
"290",40,"D","q17",0
"291",44,"D","q17",1
"292",48,"D","q17",0
"293",52,"D","q17",1
"294",56,"D","q17",1
"295",60,"D","q17",0
"296",64,"D","q17",1
"297",68,"D","q17",0
"322",36,"D","q18",0
"323",40,"D","q18",1
"324",44,"D","q18",0
"325",48,"D","q18",0
"326",52,"D","q18",0
"327",56,"D","q18",1
"328",60,"D","q18",1
"329",64,"D","q18",1
"330",68,"D","q18",0
"355",36,"D","q19",1
"356",40,"D","q19",1
"357",44,"D","q19",1
"358",48,"D","q19",1
"359",52,"D","q19",1
"360",56,"D","q19",1
"361",60,"D","q19",0
"362",64,"D","q19",1
"363",68,"D","q19",0
"388",36,"D","q2",1
"389",40,"D","q2",1
"390",44,"D","q2",1
"391",48,"D","q2",1
"392",52,"D","q2",1
"393",56,"D","q2",1
"394",60,"D","q2",1
"395",64,"D","q2",1
"396",68,"D","q2",0
"421",36,"D","q20",1
"422",40,"D","q20",1
"423",44,"D","q20",1
"424",48,"D","q20",0
"425",52,"D","q20",1
"426",56,"D","q20",1
"427",60,"D","q20",1
"428",64,"D","q20",1
"429",68,"D","q20",1
"454",36,"D","q21",0
"455",40,"D","q21",0
"456",44,"D","q21",0
"457",48,"D","q21",0
"458",52,"D","q21",0
"459",56,"D","q21",0
"460",60,"D","q21",0
"461",64,"D","q21",0
"462",68,"D","q21",0
"487",36,"D","q22",0
"488",40,"D","q22",1
"489",44,"D","q22",0
"490",48,"D","q22",0
"491",52,"D","q22",0
"492",56,"D","q22",0
"493",60,"D","q22",0
"494",64,"D","q22",0
"495",68,"D","q22",0
"520",36,"D","q23",0
"521",40,"D","q23",1
"522",44,"D","q23",0
"523",48,"D","q23",0
"524",52,"D","q23",0
"525",56,"D","q23",0
"526",60,"D","q23",0
"527",64,"D","q23",0
"528",68,"D","q23",0
"553",36,"D","q24",1
"554",40,"D","q24",0
"555",44,"D","q24",0
"556",48,"D","q24",1
"557",52,"D","q24",1
"558",56,"D","q24",1
"559",60,"D","q24",0
"560",64,"D","q24",0
"561",68,"D","q24",0
"586",36,"D","q25",0
"587",40,"D","q25",0
"588",44,"D","q25",1
"589",48,"D","q25",0
"590",52,"D","q25",0
"591",56,"D","q25",0
"592",60,"D","q25",0
"593",64,"D","q25",0
"594",68,"D","q25",0
"619",36,"D","q26",1
"620",40,"D","q26",0
"621",44,"D","q26",0
"622",48,"D","q26",0
"623",52,"D","q26",0
"624",56,"D","q26",1
"625",60,"D","q26",0
"626",64,"D","q26",0
"627",68,"D","q26",0
"652",36,"D","q27",0
"653",40,"D","q27",1
"654",44,"D","q27",0
"655",48,"D","q27",1
"656",52,"D","q27",0
"657",56,"D","q27",1
"658",60,"D","q27",0
"659",64,"D","q27",1
"660",68,"D","q27",0
"685",36,"D","q28",0
"686",40,"D","q28",1
"687",44,"D","q28",0
"688",48,"D","q28",1
"689",52,"D","q28",0
"690",56,"D","q28",1
"691",60,"D","q28",1
"692",64,"D","q28",0
"693",68,"D","q28",0
"718",36,"D","q29",1
"719",40,"D","q29",0
"720",44,"D","q29",0
"721",48,"D","q29",0
"722",52,"D","q29",0
"723",56,"D","q29",1
"724",60,"D","q29",1
"725",64,"D","q29",0
"726",68,"D","q29",0
"751",36,"D","q3",0
"752",40,"D","q3",1
"753",44,"D","q3",0
"754",48,"D","q3",0
"755",52,"D","q3",1
"756",56,"D","q3",1
"757",60,"D","q3",1
"758",64,"D","q3",1
"759",68,"D","q3",0
"784",36,"D","q30",0
"785",40,"D","q30",0
"786",44,"D","q30",0
"787",48,"D","q30",0
"788",52,"D","q30",0
"789",56,"D","q30",1
"790",60,"D","q30",0
"791",64,"D","q30",0
"792",68,"D","q30",0
"817",36,"D","q31",0
"818",40,"D","q31",0
"819",44,"D","q31",0
"820",48,"D","q31",0
"821",52,"D","q31",0
"822",56,"D","q31",1
"823",60,"D","q31",0
"824",64,"D","q31",0
"825",68,"D","q31",0
"850",36,"D","q32",0
"851",40,"D","q32",1
"852",44,"D","q32",0
"853",48,"D","q32",0
"854",52,"D","q32",1
"855",56,"D","q32",1
"856",60,"D","q32",1
"857",64,"D","q32",1
"858",68,"D","q32",0
"883",36,"D","q33",0
"884",40,"D","q33",0
"885",44,"D","q33",0
"886",48,"D","q33",0
"887",52,"D","q33",0
"888",56,"D","q33",1
"889",60,"D","q33",0
"890",64,"D","q33",0
"891",68,"D","q33",0
"916",36,"D","q34",0
"917",40,"D","q34",0
"918",44,"D","q34",0
"919",48,"D","q34",0
"920",52,"D","q34",0
"921",56,"D","q34",1
"922",60,"D","q34",0
"923",64,"D","q34",0
"924",68,"D","q34",0
"949",36,"D","q35",0
"950",40,"D","q35",0
"951",44,"D","q35",0
"952",48,"D","q35",0
"953",52,"D","q35",0
"954",56,"D","q35",1
"955",60,"D","q35",0
"956",64,"D","q35",0
"957",68,"D","q35",0
"982",36,"D","q36",1
"983",40,"D","q36",1
"984",44,"D","q36",1
"985",48,"D","q36",0
"986",52,"D","q36",1
"987",56,"D","q36",0
"988",60,"D","q36",0
"989",64,"D","q36",1
"990",68,"D","q36",0
"1015",36,"D","q37",0
"1016",40,"D","q37",0
"1017",44,"D","q37",0
"1018",48,"D","q37",0
"1019",52,"D","q37",0
"1020",56,"D","q37",0
"1021",60,"D","q37",0
"1022",64,"D","q37",0
"1023",68,"D","q37",0
"1048",36,"D","q38",0
"1049",40,"D","q38",1
"1050",44,"D","q38",0
"1051",48,"D","q38",0
"1052",52,"D","q38",0
"1053",56,"D","q38",1
"1054",60,"D","q38",0
"1055",64,"D","q38",0
"1056",68,"D","q38",0
"1081",36,"D","q39",0
"1082",40,"D","q39",1
"1083",44,"D","q39",0
"1084",48,"D","q39",0
"1085",52,"D","q39",0
"1086",56,"D","q39",1
"1087",60,"D","q39",1
"1088",64,"D","q39",0
"1089",68,"D","q39",0
"1114",36,"D","q4",0
"1115",40,"D","q4",1
"1116",44,"D","q4",1
"1117",48,"D","q4",1
"1118",52,"D","q4",1
"1119",56,"D","q4",1
"1120",60,"D","q4",0
"1121",64,"D","q4",1
"1122",68,"D","q4",0
"1147",36,"D","q40",0
"1148",40,"D","q40",1
"1149",44,"D","q40",0
"1150",48,"D","q40",0
"1151",52,"D","q40",0
"1152",56,"D","q40",1
"1153",60,"D","q40",1
"1154",64,"D","q40",1
"1155",68,"D","q40",0
"1180",36,"D","q41",1
"1181",40,"D","q41",1
"1182",44,"D","q41",1
"1183",48,"D","q41",0
"1184",52,"D","q41",0
"1185",56,"D","q41",0
"1186",60,"D","q41",1
"1187",64,"D","q41",0
"1188",68,"D","q41",0
"1213",36,"D","q42",1
"1214",40,"D","q42",0
"1215",44,"D","q42",0
"1216",48,"D","q42",0
"1217",52,"D","q42",1
"1218",56,"D","q42",1
"1219",60,"D","q42",1
"1220",64,"D","q42",1
"1221",68,"D","q42",1
"1246",36,"D","q43",1
"1247",40,"D","q43",1
"1248",44,"D","q43",1
"1249",48,"D","q43",0
"1250",52,"D","q43",1
"1251",56,"D","q43",1
"1252",60,"D","q43",1
"1253",64,"D","q43",1
"1254",68,"D","q43",0
"1279",36,"D","q44",0
"1280",40,"D","q44",1
"1281",44,"D","q44",1
"1282",48,"D","q44",1
"1283",52,"D","q44",1
"1284",56,"D","q44",1
"1285",60,"D","q44",1
"1286",64,"D","q44",1
"1287",68,"D","q44",0
"1312",36,"D","q45",1
"1313",40,"D","q45",1
"1314",44,"D","q45",1
"1315",48,"D","q45",0
"1316",52,"D","q45",1
"1317",56,"D","q45",1
"1318",60,"D","q45",1
"1319",64,"D","q45",1
"1320",68,"D","q45",0
"1345",36,"D","q46",1
"1346",40,"D","q46",1
"1347",44,"D","q46",0
"1348",48,"D","q46",1
"1349",52,"D","q46",1
"1350",56,"D","q46",1
"1351",60,"D","q46",1
"1352",64,"D","q46",0
"1353",68,"D","q46",0
"1378",36,"D","q47",1
"1379",40,"D","q47",0
"1380",44,"D","q47",1
"1381",48,"D","q47",0
"1382",52,"D","q47",1
"1383",56,"D","q47",1
"1384",60,"D","q47",1
"1385",64,"D","q47",1
"1386",68,"D","q47",0
"1411",36,"D","q48",0
"1412",40,"D","q48",1
"1413",44,"D","q48",1
"1414",48,"D","q48",1
"1415",52,"D","q48",1
"1416",56,"D","q48",1
"1417",60,"D","q48",1
"1418",64,"D","q48",0
"1419",68,"D","q48",0
"1444",36,"D","q49",1
"1445",40,"D","q49",1
"1446",44,"D","q49",1
"1447",48,"D","q49",0
"1448",52,"D","q49",1
"1449",56,"D","q49",1
"1450",60,"D","q49",0
"1451",64,"D","q49",0
"1452",68,"D","q49",0
"1477",36,"D","q5",1
"1478",40,"D","q5",1
"1479",44,"D","q5",1
"1480",48,"D","q5",1
"1481",52,"D","q5",1
"1482",56,"D","q5",1
"1483",60,"D","q5",1
"1484",64,"D","q5",0
"1485",68,"D","q5",0
"1510",36,"D","q50",1
"1511",40,"D","q50",1
"1512",44,"D","q50",1
"1513",48,"D","q50",0
"1514",52,"D","q50",0
"1515",56,"D","q50",1
"1516",60,"D","q50",1
"1517",64,"D","q50",0
"1518",68,"D","q50",0
"1543",36,"D","q51",0
"1544",40,"D","q51",1
"1545",44,"D","q51",1
"1546",48,"D","q51",1
"1547",52,"D","q51",1
"1548",56,"D","q51",1
"1549",60,"D","q51",1
"1550",64,"D","q51",1
"1551",68,"D","q51",0
"1576",36,"D","q52",1
"1577",40,"D","q52",0
"1578",44,"D","q52",1
"1579",48,"D","q52",1
"1580",52,"D","q52",1
"1581",56,"D","q52",1
"1582",60,"D","q52",0
"1583",64,"D","q52",0
"1584",68,"D","q52",1
"1609",36,"D","q53",0
"1610",40,"D","q53",0
"1611",44,"D","q53",1
"1612",48,"D","q53",0
"1613",52,"D","q53",0
"1614",56,"D","q53",1
"1615",60,"D","q53",0
"1616",64,"D","q53",0
"1617",68,"D","q53",0
"1642",36,"D","q54",0
"1643",40,"D","q54",1
"1644",44,"D","q54",1
"1645",48,"D","q54",0
"1646",52,"D","q54",1
"1647",56,"D","q54",1
"1648",60,"D","q54",0
"1649",64,"D","q54",0
"1650",68,"D","q54",1
"1675",36,"D","q55",0
"1676",40,"D","q55",1
"1677",44,"D","q55",1
"1678",48,"D","q55",0
"1679",52,"D","q55",1
"1680",56,"D","q55",1
"1681",60,"D","q55",0
"1682",64,"D","q55",1
"1683",68,"D","q55",0
"1708",36,"D","q56",0
"1709",40,"D","q56",1
"1710",44,"D","q56",1
"1711",48,"D","q56",1
"1712",52,"D","q56",1
"1713",56,"D","q56",1
"1714",60,"D","q56",1
"1715",64,"D","q56",1
"1716",68,"D","q56",0
"1741",36,"D","q57",1
"1742",40,"D","q57",0
"1743",44,"D","q57",0
"1744",48,"D","q57",0
"1745",52,"D","q57",0
"1746",56,"D","q57",1
"1747",60,"D","q57",0
"1748",64,"D","q57",0
"1749",68,"D","q57",0
"1774",36,"D","q58",1
"1775",40,"D","q58",0
"1776",44,"D","q58",1
"1777",48,"D","q58",0
"1778",52,"D","q58",1
"1779",56,"D","q58",1
"1780",60,"D","q58",1
"1781",64,"D","q58",0
"1782",68,"D","q58",0
"1807",36,"D","q59",0
"1808",40,"D","q59",1
"1809",44,"D","q59",1
"1810",48,"D","q59",1
"1811",52,"D","q59",1
"1812",56,"D","q59",1
"1813",60,"D","q59",1
"1814",64,"D","q59",1
"1815",68,"D","q59",0
"1840",36,"D","q6",0
"1841",40,"D","q6",0
"1842",44,"D","q6",1
"1843",48,"D","q6",0
"1844",52,"D","q6",0
"1845",56,"D","q6",1
"1846",60,"D","q6",0
"1847",64,"D","q6",0
"1848",68,"D","q6",0
"1873",36,"D","q60",1
"1874",40,"D","q60",0
"1875",44,"D","q60",0
"1876",48,"D","q60",0
"1877",52,"D","q60",0
"1878",56,"D","q60",0
"1879",60,"D","q60",0
"1880",64,"D","q60",0
"1881",68,"D","q60",0
"1906",36,"D","q61",0
"1907",40,"D","q61",0
"1908",44,"D","q61",1
"1909",48,"D","q61",0
"1910",52,"D","q61",0
"1911",56,"D","q61",0
"1912",60,"D","q61",1
"1913",64,"D","q61",0
"1914",68,"D","q61",0
"1939",36,"D","q62",0
"1940",40,"D","q62",0
"1941",44,"D","q62",0
"1942",48,"D","q62",0
"1943",52,"D","q62",0
"1944",56,"D","q62",0
"1945",60,"D","q62",0
"1946",64,"D","q62",0
"1947",68,"D","q62",0
"1972",36,"D","q63",0
"1973",40,"D","q63",0
"1974",44,"D","q63",0
"1975",48,"D","q63",0
"1976",52,"D","q63",0
"1977",56,"D","q63",0
"1978",60,"D","q63",0
"1979",64,"D","q63",0
"1980",68,"D","q63",0
"2005",36,"D","q64",0
"2006",40,"D","q64",0
"2007",44,"D","q64",0
"2008",48,"D","q64",0
"2009",52,"D","q64",0
"2010",56,"D","q64",0
"2011",60,"D","q64",0
"2012",64,"D","q64",0
"2013",68,"D","q64",0
"2038",36,"D","q65",0
"2039",40,"D","q65",0
"2040",44,"D","q65",0
"2041",48,"D","q65",0
"2042",52,"D","q65",0
"2043",56,"D","q65",0
"2044",60,"D","q65",0
"2045",64,"D","q65",0
"2046",68,"D","q65",0
"2071",36,"D","q66",0
"2072",40,"D","q66",0
"2073",44,"D","q66",0
"2074",48,"D","q66",0
"2075",52,"D","q66",0
"2076",56,"D","q66",0
"2077",60,"D","q66",0
"2078",64,"D","q66",0
"2079",68,"D","q66",0
"2104",36,"D","q67",0
"2105",40,"D","q67",0
"2106",44,"D","q67",0
"2107",48,"D","q67",0
"2108",52,"D","q67",0
"2109",56,"D","q67",0
"2110",60,"D","q67",0
"2111",64,"D","q67",0
"2112",68,"D","q67",0
"2137",36,"D","q68",0
"2138",40,"D","q68",0
"2139",44,"D","q68",0
"2140",48,"D","q68",0
"2141",52,"D","q68",0
"2142",56,"D","q68",0
"2143",60,"D","q68",0
"2144",64,"D","q68",0
"2145",68,"D","q68",0
"2170",36,"D","q69",0
"2171",40,"D","q69",0
"2172",44,"D","q69",0
"2173",48,"D","q69",0
"2174",52,"D","q69",0
"2175",56,"D","q69",0
"2176",60,"D","q69",0
"2177",64,"D","q69",0
"2178",68,"D","q69",0
"2203",36,"D","q7",1
"2204",40,"D","q7",1
"2205",44,"D","q7",1
"2206",48,"D","q7",0
"2207",52,"D","q7",0
"2208",56,"D","q7",1
"2209",60,"D","q7",1
"2210",64,"D","q7",0
"2211",68,"D","q7",0
"2236",36,"D","q70",0
"2237",40,"D","q70",0
"2238",44,"D","q70",0
"2239",48,"D","q70",0
"2240",52,"D","q70",0
"2241",56,"D","q70",0
"2242",60,"D","q70",0
"2243",64,"D","q70",0
"2244",68,"D","q70",0
"2269",36,"D","q71",0
"2270",40,"D","q71",0
"2271",44,"D","q71",0
"2272",48,"D","q71",0
"2273",52,"D","q71",0
"2274",56,"D","q71",0
"2275",60,"D","q71",0
"2276",64,"D","q71",0
"2277",68,"D","q71",0
"2302",36,"D","q72",1
"2303",40,"D","q72",1
"2304",44,"D","q72",0
"2305",48,"D","q72",1
"2306",52,"D","q72",1
"2307",56,"D","q72",0
"2308",60,"D","q72",0
"2309",64,"D","q72",0
"2310",68,"D","q72",1
"2335",36,"D","q73",0
"2336",40,"D","q73",0
"2337",44,"D","q73",1
"2338",48,"D","q73",0
"2339",52,"D","q73",0
"2340",56,"D","q73",0
"2341",60,"D","q73",0
"2342",64,"D","q73",0
"2343",68,"D","q73",0
"2368",36,"D","q74",0
"2369",40,"D","q74",0
"2370",44,"D","q74",0
"2371",48,"D","q74",0
"2372",52,"D","q74",0
"2373",56,"D","q74",0
"2374",60,"D","q74",0
"2375",64,"D","q74",0
"2376",68,"D","q74",0
"2401",36,"D","q75",0
"2402",40,"D","q75",0
"2403",44,"D","q75",0
"2404",48,"D","q75",0
"2405",52,"D","q75",0
"2406",56,"D","q75",0
"2407",60,"D","q75",0
"2408",64,"D","q75",0
"2409",68,"D","q75",0
"2434",36,"D","q76",0
"2435",40,"D","q76",0
"2436",44,"D","q76",0
"2437",48,"D","q76",0
"2438",52,"D","q76",0
"2439",56,"D","q76",1
"2440",60,"D","q76",0
"2441",64,"D","q76",0
"2442",68,"D","q76",0
"2467",36,"D","q77",0
"2468",40,"D","q77",0
"2469",44,"D","q77",0
"2470",48,"D","q77",0
"2471",52,"D","q77",0
"2472",56,"D","q77",0
"2473",60,"D","q77",0
"2474",64,"D","q77",0
"2475",68,"D","q77",0
"2500",36,"D","q78",1
"2501",40,"D","q78",1
"2502",44,"D","q78",1
"2503",48,"D","q78",1
"2504",52,"D","q78",1
"2505",56,"D","q78",1
"2506",60,"D","q78",0
"2507",64,"D","q78",0
"2508",68,"D","q78",0
"2533",36,"D","q79",0
"2534",40,"D","q79",0
"2535",44,"D","q79",0
"2536",48,"D","q79",0
"2537",52,"D","q79",0
"2538",56,"D","q79",1
"2539",60,"D","q79",0
"2540",64,"D","q79",0
"2541",68,"D","q79",0
"2566",36,"D","q8",0
"2567",40,"D","q8",1
"2568",44,"D","q8",0
"2569",48,"D","q8",0
"2570",52,"D","q8",1
"2571",56,"D","q8",1
"2572",60,"D","q8",1
"2573",64,"D","q8",1
"2574",68,"D","q8",1
"2599",36,"D","q80",0
"2600",40,"D","q80",0
"2601",44,"D","q80",0
"2602",48,"D","q80",0
"2603",52,"D","q80",1
"2604",56,"D","q80",0
"2605",60,"D","q80",0
"2606",64,"D","q80",0
"2607",68,"D","q80",0
"2632",36,"D","q9",1
"2633",40,"D","q9",1
"2634",44,"D","q9",1
"2635",48,"D","q9",1
"2636",52,"D","q9",1
"2637",56,"D","q9",1
"2638",60,"D","q9",1
"2639",64,"D","q9",1
"2640",68,"D","q9",0
"2665",36,"D","q1.1",1
"2666",40,"D","q1.1",1
"2667",44,"D","q1.1",0
"2668",48,"D","q1.1",0
"2669",52,"D","q1.1",0
"2670",56,"D","q1.1",1
"2671",60,"D","q1.1",1
"2672",64,"D","q1.1",1
"2673",68,"D","q1.1",0
"2698",36,"D","q10.1",1
"2699",40,"D","q10.1",0
"2700",44,"D","q10.1",0
"2701",48,"D","q10.1",1
"2702",52,"D","q10.1",1
"2703",56,"D","q10.1",1
"2704",60,"D","q10.1",1
"2705",64,"D","q10.1",1
"2706",68,"D","q10.1",0
"2731",36,"D","q11.1",1
"2732",40,"D","q11.1",0
"2733",44,"D","q11.1",1
"2734",48,"D","q11.1",0
"2735",52,"D","q11.1",0
"2736",56,"D","q11.1",1
"2737",60,"D","q11.1",0
"2738",64,"D","q11.1",0
"2739",68,"D","q11.1",0
"2764",36,"D","q12.1",0
"2765",40,"D","q12.1",1
"2766",44,"D","q12.1",1
"2767",48,"D","q12.1",1
"2768",52,"D","q12.1",0
"2769",56,"D","q12.1",1
"2770",60,"D","q12.1",1
"2771",64,"D","q12.1",0
